 В-1 МКРН.|СТР.34|САМАРСКАЯ ОБЛ.,ЖИГУЛЕВСК|ПОЛИКЛИНИКА №  2 ЦГБ ЖИГУЛЕВСКОЙ|Поликлиника - взрослая
К.МАРКСА ПЛ.|9|РОСТОВ-НА-ДОНУ|АПТЕКА 'ЮГ ФАРМА' №  5|Сетевая аптека
К.МАРКСА УЛ.|35|ВОРОНЕЖ|АПТЕКА № 16 'ВОРОНЕЖФАРМАЦИЯ'|Аптека
К.МАРКСА УЛ.|43|КРАСНОЯРСК|ПОЛИКЛИНИКА ККБ №  2 УЗ|Поликлиника - взрослая
КАБАНСКАЯ|6|УЛАН-УДЭ,ПГТ ЗАРЕЧНЫЙ|ГОР.ПОЛИКЛИНИКА №  1 ТЕРАПЕВТИЧЕСКОЕ ОТД.2-Е|Поликлиника - взрослая
КАЗАКОВА|-|МОСКВА|ГОР.ПОЛИКЛИНИКА № 46|Поликлиника - взрослая
КАЗАНСКАЯ|44|САНКТ-ПЕТЕРБУРГ|МЕД.ЦЕНТР 'ОДОНТ'|Медицинский центр - взрослый
КАЛАНЧЕВСКАЯ|-|МОСКВА|МЕД.ЦЕНТР АГЕНСТВА ПО УПРАВЛ.ФЕДЕР.ИМУЩЕСТВОМ|Медицинский центр - взрослый
КАЛАНЧЕВСКАЯ|6/2 СТР.2|МОСКВА|АПТЕКА 'ЕВРОМЕД-КОНСАЛТ'|Аптека
КАЛИНИНА|129|СТАВРОПОЛЬСКИЙ КРАЙ,ГЕОРГИЕВСК|ГОР.ПОЛИКЛИНИКА ЦЕНТРАЛЬНАЯ ФИЛИАЛ|Поликлиника - взрослая
КАЛИНИНА|13|ВОЛГОГРАД|МЕД.ЦЕНТР ЭМПО|Медицинский центр - взрослый
Б.ЛУГОВАЯ|3|МО,РП СЕРЕБРЯНЫЕ ПРУДЫ|ПОЛИКЛИНИКА ПРИ ЦРБ|Поликлиника - взрослая
Б.НИКОЛОПЕСКОВСКИЙ ПЕР.|-|МОСКВА|ГОР.ПОЛИКЛИНИКА № 92|Поликлиника - взрослая
Б.ПОДЬЯЧЕСКАЯ УЛ.|30|САНКТ-ПЕТЕРБУРГ|ПОЛИКЛИНИКА БОЛЬНИЦЫ РЕВМАТОЛОГИЧЕСКОЙ № 25 КЛИНИЧЕСКОЙ|Поликлиника - взрослая
Б.ПОЧТОВАЯ|12055|МОСКВА|МЕД.ЦЕНТР ВИТА-ЭЛИН|Медицинский центр - взрослый
Б.САДОВАЯ УЛ.|106|РОСТОВ-НА-ДОНУ Г.|ГОР.ПОЛИКЛИНИКА №10 Г.РОСТОВА-НА-ДОНУ|Поликлиника - взрослая
Б.САМПСОНИЕВСКИЙ ПР-Т|45|САНКТ-ПЕТЕРБУРГ|МЕД.ЦЕНТР '21 ВЕК'|Медицинский центр - взрослый
Б.СЕРПУХОВСКАЯ|62|МОСКВА|КДЦ ДЕТСКИЙ МОСКОВСКИЙ ОБЛАСНОЙ|Диагностический центр детский
Б.ХМЕЛЬНИЦКОГО ПР-Т|103|БЕЛГОРОД|АПТЕКА 'АПТЕЧНЫЙ ДОМ' ООО|Аптека
Б.ЧЕРЕМУШКИНСКАЯ|36 К.2|МОСКВА|ПОЛИКЛИНИКА №  4 МСЧ № 47|Мед.сан.часть (поликлиника)
Б.ЧЕРКАССКИЙ ПЕР.|13|МОСКВА|МЕД.ЦЕНТР КООПВНЕШТОРГ|Медицинский центр - взрослый
БАБАЕВСКОГО УЛ.|-|АСТРАХАНЬ|ГОР.ПОЛИКЛИНИКА №  2 ФИЛИАЛ|Поликлиника - взрослая
БАГРАТИОНА|10|ОМСК|ГОР.ПОЛИКЛИНИКА №  8|Поликлиника - взрослая
БАЛАКИРЕВА|25|ВЛАДИМИР|АПТЕКА 'МЕДИЛОН ФАРМИМЕКС' № 10|Аптека
БАЛТИЙСКАЯ|40А|БАРНАУЛ|ЛДЦ ДЕТСКИЙ 'МАЛЫШ'|Диагностический центр детский
БАРАМЗИНОЙ|11А|ПЕРМЬ|ПОЛИКЛИНИКА №  1 БОЛЬНИЦЫ ОТДЕЛЕНЧЕСКОЙ НА СТ.ПЕРМЬ-2 РЖД|Поликлиника - взрослая
БАРБАШОВА|39|СЕВЕРНАЯ ОСЕТИЯ,ВЛАДИКАВКАЗ|ГОР.ПОЛИКЛИНИКА №  4|Поликлиника - взрослая
БАРДИНА ПР-Т|26А|КЕМЕРОВСКАЯ ОБЛ.,НОВОКУЗНЕЦК|ПОЛИКЛИНИКА ГКБ №  1 МЛПУ|Поликлиника - взрослая
БАРКЛАЯ|5|МОСКВА|ДИСПАНСЕР НАРКОЛОГИЧЕСКИЙ №  5|Диспансер
БАРМИНСКАЯ|8|НИЖНИЙ НОВГОРОД|КЛИНИКА ПРИ НИИ ЭПИДЕМИОЛОГИИ И МИКРОБИОЛОГИИ|Поликлиника - взрослая
БАРРИКАД|54 А|ИРКУТСК|ГОР.ПОЛИКЛИНИКА № 15 ФИЛИАЛ|Поликлиника - взрослая
КАМЧАТСКАЯ|39/1|ТЮМЕНЬ|ГОР.ПОЛИКЛИНИКА № 13 'ТУРА'|Поликлиника - взрослая
КАНОНЕРСКИЙ ОСТРОВ|11|САНКТ-ПЕТЕРБУРГ|ГОР.ПОЛИКЛИНИКА № 23 ФИЛИАЛ|Поликлиника - взрослая
КАРАМЫШЕВСКАЯ НАБ.|44|МОСКВА|МЕД.ЦЕНТР БИО-ЛАЗЕР ПЛАСТИЧЕСКОЙ ХИРУРГИИ И КОСМЕТОЛОГИИ|Медицинский центр - взрослый
КАРЛА ЛИБКНЕХТА|8Б|ЕКАТЕРИНБУРГ|ЦЕНТР МЕДИЦИНСКОЙ ПРОФИЛАКТИКИ СВЕРДЛОВСКИЙ ОБЛАСТНОЙ|Медицинский центр - взрослый
КАРЛА МАРКСА|124|КРАСНОЯРСК|УНИВЕРСИТЕТСКАЯ КЛИНИКА, КРАСГМУ|Медицинский центр - взрослый
КАРЛА МАРКСА|23|СВЕРДЛОВСКАЯ ОБЛ.,ПОЛЕВСКОЙ|ПОЛИКЛИНИКА ЦГБ|Поликлиника - взрослая
КАРЛА МАРКСА|27|МО,ДП КРАТОВО|АМБУЛАТОРИЯ КРАТОВСКАЯ|Амбулатория
КАРЛА МАРКСА|47|САМАРСКАЯ ОБЛ.,ТОЛЬЯТТИ|АПТЕКА №  5 АПТЕКИ №245|Аптека
КАРЛА МАРКСА|64|ЯРОСЛАВСКАЯ ОБЛ.,ДАНИЛОВ|ПОЛИКЛИНИКА ПРИ ЦРБ|Поликлиника - взрослая
КАРЛА МАРКСА|68|ЛО,ТИХВИН|ПОЛИКЛИНИКА ЦРБ ТИХВИНСКОЙ ИМ. А.Ф КАЛМЫКОВА МУЗ|Поликлиника - взрослая
КАРЛА МАРКСА|7А|НИЖНИЙ НОВГОРОД|АПТЕКА '366' № 45 'НАД'|Аптека
КАРЛА МАРКСА|8|МАЙКОП|АПТЕКА №  9|Аптека
КАРЛА МАРКСА ПР-Т|6|САМАРА|КЛИНИКА РЕПРОДУКТИВНОГО ЗДОРОВЬЯ 'ЭКО'|Поликлиника - взрослая
КАРЛА МАРКСА ПР-Т/УРАЛЬСКАЯ|35/47|ЧЕЛЯБИНСКАЯ ОБЛ.,МАГНИТОГОРСК|ПОЛИКЛИНИКА ПРИ ГОСПИТАЛЕ ГУВД|Поликлиника - взрослая
КАРЛА МАРКСА УЛ., 109|-|ХАБАРОВСК Г|ТЕРАПЕВТИЧЕСКОЕ|Диагн.центр взр.
КАРПИНСКОГО|125|ПЕРМЬ|ПОЛИКЛИНИКА №  2 ФБУ|Поликлиника - взрослая
КАСАТКИНА|7|МОСКВА|ГОР.ПОЛИКЛИНИКА № 75|Поликлиника - взрослая
КАСАТКИНА УЛ.|20|МОСКВА|МСЧ № 23 ПРОМЫШЛЕННЫХ ПРЕДПРИЯТИЙ СВО|Мед.сан.часть (поликлиника)
КАЛИНИНА|13|КАЛУГА|МСЧ УВД|Мед.сан.часть (поликлиника)
КАЛИНИНА|32/14|ВЛАДИМИРСКАЯ ОБЛ.,ГУСЬ-ХРУСТАЛЬНЫЙ|АПТЕКА 'ФАРМАЦИЯ' № 17|Аптека
КАЛИНИНА|47|ТИХОРЕЦК|МЕД.ЦЕНТРФОРМУЛА ЗДОРОВЬЯ|Медицинский центр - взрослый
КАМАНИНА|25|ВЛАДИМИР|ПОЛИКЛИНИКА ГБ №  3 МУЗ|Поликлиника - взрослая
КАПИТАНСКАЯ|22|АСТРАХАНЬ|ПОЛИКЛИНИКА БОЛЬНИЦЫ ПРАВОБЕРЕЖНОЙ ЮОМЦ РОСЗДРАВА|Поликлиника - взрослая
КАРБЫШЕВА|12|КАЗАНЬ|ГОР.ПОЛИКЛИНИКА № 18 МУЗ|Поликлиника - взрослая
КАРЛА МАРКСА|127/1|ТЮМЕНЬ|ГОР.ПОЛИКЛИНИКА №  5 ММЛПУ|Поликлиника - взрослая
КАРЛА МАРКСА|197|АЛТАЙСКИЙ КРАЙ,ПОС.АЛТАЙСКИЙ|ПОЛИКЛИНИКА ПРИ ЦРБ|Поликлиника - взрослая
КАРЛА МАРКСА ПР-Т|160|ЧЕЛЯБИНСКАЯ ОБЛ.,МАГНИТОГОРСК|ПОЛИКЛИНИКА №  2 ГБ №  3 МУЗ|Поликлиника - взрослая
КАРТАШОВА|38|ТОМСК|ПОЛИКЛИНИКА ГКБ №  2|Поликлиника - взрослая
КАХОВКА|12А|МОСКВА|ГОР.ПОЛИКЛИНИКА № 33 ФИЛИАЛ №1 ДКЦ №1|Поликлиника - взрослая
КАЧКАНАРСКАЯ|47|ПЕРМЬ|ГОР.ПОЛИКЛИНИКА №  8 ПОЛИКЛИНИКА №  3|Поликлиника - взрослая
КАШИРСКИЙ ПР.|40909|МОСКВА|ПОЛИКЛИНИКА №  2 ГКБ № 79|Поликлиника - взрослая
КАЯНИ УЛ.|22|РОСТОВ-НА-ДОНУ Г.|МЕД.ЦЕНТР ГИППОКРАТ|Медицинский центр - взрослый
КЕДРОВА|24|МОСКВА|ГОР.ПОЛИКЛИНИКА № 22 МУЗ|Поликлиника - взрослая
КЕМЕРОВСКАЯ УЛ.|1|ОМСК|ГОР.ПОЛИКЛИНИКА № 14|Поликлиника - взрослая
КЕРАМИЧЕСКИЙ ПР.|-|МОСКВА|КДЦ №  6|Диагностический центр взрослый
БАРРИКАДНАЯ|37А|ВОРОНЕЖ|АПТЕКА 'АРНИКА'|Аптека
БАУМАНА|214А|ИРКУТСК|ПОЛИКЛИНИКА ГКБ №  8|Поликлиника - взрослая
БАУМАНА|38|РОСТОВ-НА-ДОНУ|ДИСПАНСЕР НАРКОЛОГИЧЕСКИЙ ОБЛАСТНОЙ|Диспансер
БАУМАНСКАЯ|40925|МОСКВА|ПОЛИКЛИНИКА ПРИ ДИСПАНСЕРЕ ОНКОЛОГИЧЕСКОМ ГОРОДСКОМ|Поликлиника - взрослая
БЕКЕТОВА|39|НИЖНИЙ НОВГОРОД|ГОР.ПОЛИКЛИНИКА № 35 ФИЛИАЛ|Поликлиника - взрослая
БЕЛИНСКОГО|130/12|ЕКАТЕРИНБУРГ|ПОЛИКЛИНИКА №  2 ЦГБ №  6|Поликлиника - взрослая
БЕЛОВЕЖСКАЯ|45|МОСКВА|ГОР.ПОЛИКЛИНИКА №143|Поликлиника - взрослая
БЕЛОМОРСКАЯ|101|КАЗАНЬ|МСЧ 'КАЗАНЬОРГСИНТЕЗ' ОАО|Мед.сан.часть (поликлиника)
БЕЛЯЕВА|1|ТЮМЕНЬ,ПГТ МЫС|АПТЕКА 'КОМЕРЧЕСКИЙ ТХФЗ'|Аптека
БЕЛЯЕВА|19/2А|ТЮМЕНЬ|АПТЕКА 'ДОМАШНЯЯ АПТЕКА' №  2 КИНЕЯ ООО|Аптека
БЕРЕЗОВАЯ РОЩА|-|ВОРОНЕЖ|ГОР.ПОЛИКЛИНИКА№1ОФИС ВОП|Поликлиника - взрослая
БЕРЕЗОВСКАЯ|111|НИЖНИЙ НОВГОРОД|АПТЕКА 'ИКТ РУБИН' ООО|Аптека
БЕРШАНСКОЙ|355|КРАСНОДАР,ПГТ ПАШКОВСКИЙ|МСЧ МЕЖДУНАРОДНОГО АЭРОПОРТА КРАСНОДАРА|Мед.сан.часть (поликлиника)
БЕСКУДНИКОВСКИЙ Б-Р|59|МОСКВА|ГОР.ПОЛИКЛИНИКА №155|Поликлиника - взрослая
БИБЛИОТЕЧНАЯ|18|МО,ПГТ МИХНЕВО|ПОЛИКЛИНИКА ПРИ ГБ МИХНЕВСКОЙ|Поликлиника - взрослая
БИГИЧЕВА|22|КАЗАНЬ|АПТЕКА 'АЛИЯ' № 51|Сетевая аптека
БИЛИМБАЕВСКАЯ|15|ЕКАТЕРИНБУРГ|АПТЕЧНЫЙ ПУНКТ  'СТОЛЕТ' №  9 ООО|Сетевая аптека
БОГАТЫРСКИЙ ПР-Т|31|САНКТ-ПЕТЕРБУРГ|ГОР.ПОЛИКЛИНИКЕ №114 ВРАЧЕЙ ОБЩЕЙ ПРАКТИКИ ОТД.|Поликлиника - взрослая
БОГАТЫРСКИЙ ПР-Т|58 КОРП.4|САНКТ-ПЕТЕРБУРГ|ГОР.ПОЛИКЛИНИКЕ № 121 ВРАЧЕЙ ОБЩЕЙ ПРАКТИКИ ОТД.|Поликлиника - взрослая
БОГДАНА ХМЕЛЬНИЦКОГО УЛ.|88|УФА|ГОР.ПОЛИКЛИНИКА № 32 МУ|Поликлиника - взрослая
КАСЛИНСКАЯ|60 А|ЧЕЛЯБИНСК|ПОЛИКЛИНИКА ГКБ №  5 МУЗ|Поликлиника - взрослая
КАСТАНАЕВСКАЯ|-|МОСКВА|ГОР.ПОЛИКЛИНИКА №131|Поликлиника - взрослая
КАУНАССКАЯ|47|АСТРАХАНЬ|ГОР.ПОЛИКЛИНИКА ЮОМЦ ФМБА РОССИИ ИМЕНИ 3-ГО ИНТЕРНАЦИОНАЛА|Поликлиника - взрослая
КАШИРСКОЕ Ш.|-|МОСКВА|КЛИНИКА НИИ РЕВМАТОЛОГИИ РАМН|Поликлиника - взрослая
КАШИРСКОЕ Ш.|-|МОСКВА|КЛИНИКА СЕМЕЙНАЯ|Поликлиника - взрослая
КАШИРСКОЕ Ш.|61 К.2|МОСКВА|АПТЕКА 'РАДУГА' 'РОСТА' ООО|Сетевая аптека
КИБАЛЬЧИЧА УЛ.|20|КАЛУГА|ГОР.ПОЛИКЛИНИКА №6 ФИЛИАЛ|Поликлиника - взрослая
КИРОВА|01.янв|САРАТОВСКАЯ ОБЛ.,МАРКС|ПОЛИКЛИНИКА №  1 ЦРБ МАРКСОВСКОЙ|Поликлиника - взрослая
КИРОВА|12|КЕМЕРОВО|ГОР.ПОЛИКЛИНИКА ЦЕНТРОБАНКА|Поликлиника - взрослая
КИРОВА|27|МО,ПОДОЛЬСК|ГОР.ПОЛИКЛИНИКА №  1|Поликлиника - взрослая
КИРОВА|30|КРАСНОДАРСКИЙ КРАЙ,АРМАВИР|ГОР.ПОЛИКЛИНИКА №  1|Поликлиника - взрослая
КИРОВА|35|СТАВРОПОЛЬСКИЙ КРАЙ,НОВОПАВЛОВСК|ПОЛИКЛИНИКА ЦРБ КИРОВСКОЙ МУЗ|Поликлиника - взрослая
КИРОВА|60Б|КРАСНОДАРСКИЙ КРАЙ,ГЕЛЕНДЖИК|АПТЕКА 'БИОФАРМ'|Аптека
КИРОВА ПРОСПЕКТ|15.янв|САРАТОВ|МЕД ЦЕНТР АЛЬФА-ЦЕНТР ЗДОРОВЬЯ|Медицинский центр - взрослый
КИСЛОВОДСКАЯ|26А|СТАВРОПОЛЬСКИЙ КРАЙ,ЕССЕНТУКИ|ГОР.ПОЛИКЛИНИКА МУЗ|Поликлиника - взрослая
КЛАРЫ ЦЕТКИН|-|МОСКВА|МЕД.ЦЕНТР СМК КЛИНИКА СОВРЕМЕННОЙ МЕДИЦИНЫ|Медицинский центр - взрослый
КЛАРЫ ЦЕТКИН|-|МОСКВА|МСЧ № 45|Мед.сан.часть (поликлиника)
КОБОЗЕВА|25 А|ОРЕНБУРГ|МУНИЦИПАЛЬНАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМ. ЧОЛОЯНА|Поликлиника - взрослая
КИМ|20|ВОЛГОГРАД|КЛИНИКА СЕМЕЙНОЙ МЕДИЦИНЫ|Поликлиника - взрослая
КИНЕШЕМСКОЕ Ш.|82|КОСТРОМА|ПОЛИКЛИНИКА ПРИ ЦРБ|Поликлиника - взрослая
КИРОВА|12|ОМСК|ЦЕНТР СЕМЕЙНОЙ МЕДИЦИНЫ 'ВАШ ДОКТОР'|Медицинский центр - взрослый
КИРОВА|18|ПЕТРОЗАВОДСК|ПОЛИКЛИНИКА МВД|Поликлиника - взрослая
КИРОВА|23|ТУЛЬСКАЯ ОБЛ.,ДОНСКОЙ|АПТЕКА 'ТВОЙ ДОКТОР'|Аптека
КИРОВА|3|ПЕТРОЗАВОДСК|РЕСПУБЛИКАНСКИЙ ЦЕНТР МЕДИЦИНСКОЙ ПРОФИЛАКТИКИ|Медицинский центр - взрослый
КИРОВА|39|АСТРАХАНЬ|ПОЛИКЛИНИКА 'НОВАЯ ПОЛИКЛИНИКА' ОАО|Поликлиника - взрослая
КИРОВА|41|УСТЬ-ОРДЫНСКИЙ БУРЯТСКИЙ АО|ПОЛИКЛИНИКА БОЛЬНИЦЫ ОБЛАСТНОЙ №  2 ГУЗ|Поликлиника - взрослая
КИРОВА|56|КРАСНОДАРСКИЙ КРАЙ,СОЧИ|АПТЕКА ТРУХИНА ИП|Аптека
КИРОВА|95|УФА|МЕД.ЦЕНТР 'ВАШ ДОКТОР'|Медицинский центр - взрослый
КИРОВА ПР-Т|24|НИЖНИЙ НОВГОРОД|АПТЕКА ИП АЛЕКСЕЕВА|Аптека
КИРОВА УЛ.|13|КРАСНОЯРСКИЙ КРАЙ,ЖЕЛЕЗНОГОРСК|ПОЛИКЛИНИКА №  1 КБ № 51|Поликлиника - взрослая
КИРОВА УЛ.|161|ПЕРМЬ|МЕД.ЦЕНТР 'ГАСТРОЦЕНТР'|Медицинский центр - взрослый
КИРОВА УЛ., 95|-|ВЛАДИВОСТОК Г|КДП КЛИНИКИ МО ДВО РАН|Поликлиника взр.
КИРОЧНАЯ|13/56|САНКТ-ПЕТЕРБУРГ|МЕД.ЦЕНТР 'РАМИ'|Медицинский центр - взрослый
КИРПИЧНАЯ|53|КРАСНОДАРСКИЙ КРАЙ,СТАНИЦА ДИНСКАЯ|ПОЛИКЛИНИКА ЦРБ ДИНСКОЙ МУЗ|Поликлиника - взрослая
КЛАРЫ ЦЕТКИН|-|МОСКВА|КЛИНИКА СОВРЕМЕННОЙ МЕДИЦИНЫ ФИЛИАЛ|Поликлиника - взрослая
КЛИМОВА|ноя.22|МО,НОГИНСК|МЕД.ЦЕНТР 'ВАШ ВЫБОР'|Медицинский центр - взрослый
КЛОЧКОВА|74|САРАТОВ|ГОР.ПОЛИКЛИНИКА № 10|Поликлиника - взрослая
КЛУБНАЯ|1|МО,СЕРГИЕВ ПОСАД|ГОР.ПОЛИКЛИНИКА №  2|Поликлиника - взрослая
КЛУБНАЯ|66|ЯРОСЛАВЛЬ|МСЧ 'ЯЗДА' ОТДЕЛЕНИЕ ВРАЧЕЙ ОБЩЕЙ ПРАКТИКИ|Мед.сан.часть (поликлиника)
БОГОМОЛОВА|11|МО,КОРОЛЕВ|МСЧ №  6|Мед.сан.часть (поликлиника)
БОГОМЯГКОВА|121|ЧИТА|ГОР.ПОЛИКЛИНИКА №  7|Поликлиника - взрослая
БОГРАДА|13|КРАСНОЯРСК|ПОЛИКЛ. №2, СИБИРСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ФМБА|Поликлиника - взрослая
БОЛДИНА|1|ТУЛЬСКАЯ ОБЛ.,ЩЕКИНО|ПОЛИКЛИНИКА БОЛЬНИЦЫ РАЙОННОЙ ЩЕКИНСКОЙ МУЗ|Поликлиника - взрослая
БОЛЬНИЧНАЯ|<>|БАШКОРТОСТАН,С.АРХАНГЕЛЬСКОЕ|ПОЛИКЛИНИКА ПРИ ЦРБ АРХАНГЕЛЬСКОЙ|Поликлиника - взрослая
БОЛЬНИЧНАЯ|11|ПЕРМСКАЯ ОБЛ.,ДОБРЯНКА,ПГТ ПОЛАЗНА|ПОЛИКЛИНИКА ЦРБ ПОЛАЗНЕНСКОЙ|Поликлиника - взрослая
БОЛЬНИЧНАЯ|80|САРАТОВСКАЯ ОБЛ.,ПОС.ТУРКИ|ПОЛИКЛИНИКА ПРИ ЦРБ|Поликлиника - взрослая
БОЛЬНИЧНЫЙ ГОРОДОК|<>|НАЛЬЧИК,ДУБКИ|ПОЛИКЛИНИКА ЦЕНТРА КАРДИОЛОГИЧЕСКОГО|Поликлиника - взрослая
БОЛЬНИЧНЫЙ ПР.|2 К.1|МО,ВОСКРЕСЕНСК|ПОЛИКЛИНИКА №  1 БОЛЬНИЦЫ РАЙОННОЙ №  1 ВОСКРЕСЕНСКОЙ|Поликлиника - взрослая
БОЛЬНИЧНЫЙ ПР.|4А|МО,ПГТ ЛЬВОВСКИЙ|ПОЛИКЛИНИКА БОЛЬНИЦЫ РАЙОННОЙ ЛЬВОВСКОЙ|Поликлиника - взрослая
БОЛЬШЕВИСТСКАЯ|120|САРАНСК|ПОЛИКЛИНИКА КОНСУЛЬТАТИВНАЯ ПРИ РКБ|Поликлиника - взрослая
БОЛЬШЕВИСТСКАЯ|61|ПЕРМЬ|МЕД.ЦЕНТР 'ДОКТОР ОПЫТ И КОМПЕТЕНТНОСТЬ'|Медицинский центр - взрослый
БОЛЬШОЙ ВО ПР-Т|49/51|САНКТ-ПЕТЕРБУРГ|КЛИНИКА ИМЕНИ Н.И.ПИРОГОВА|Медицинский центр - взрослый
БОРИСЕНКО|29|ВЛАДИВОСТОК|ГОР.ПОЛИКЛИНИКА №  6|Поликлиника - взрослая
БОРИСЕНКО УЛ., 29|-|ВЛАДИВОСТОК Г|ГП №6|Поликлиника взр.
БОРИСОВА|9|САНКТ-ПЕТЕРБУРГ|ГОР.ПОЛИКЛИНИКА № 68 ГКБ № 40|Поликлиника - взрослая
БОРИСОВСКИЙ ПР.|-|МОСКВА|ПОЛИКЛИНИКА СЕМЕЙНЫЙ ДОКТОР №  3|Поликлиника - взрослая
БОРОВАЯ|1|САНКТ-ПЕТЕРБУРГ|МЕД.ЦЕНТР 'ЭКСПРЕСС'|Медицинский центр - взрослый
БОРОВАЯ|55|САНКТ-ПЕТЕРБУРГ|ПОЛИКЛИНИКА ДОРОЖНАЯ КЛИНИЧЕСКАЯ 'РЖД' ОАО НУЗ|Поликлиника - взрослая
БОРОВАЯ|84|САНКТ-ПЕТЕРБУРГ|ПОЛИКЛИНИКА ЧАСТНЫХ ОХРАННИКОВ И ДЕТЕКТИВОВ|Поликлиника - взрослая
КОБОЗЕВА|54|ОРЕНБУРГ|ПОЛИКЛИНИКА СТУДЕНЧЕСКАЯ ПРИ МГКБ №  3|Поликлиника - взрослая
КОКТЕБЕЛЬСКАЯ|6|МОСКВА|ГОР.ПОЛИКЛИНИКА №163|Поликлиника - взрослая
КОЛОМЯЖСКИЙ ПРОСПЕКТ|28|САНКТ-ПЕТЕРБУРГ|МЕД.ЦЕНТР 21 ВЕК|Диагностический центр взрослый
КОЛПИНСКАЯ|-|ВОЛГОГРАД|ПОЛИКЛИНИКА ГКБ № 18 МУЗ|Поликлиника - взрослая
КОЛТУШСКОЕ Ш.|20|ЛО,ВСЕВОЛОЖСК|ПОЛИКЛИНИКА ЦРБ МУЗ|Поликлиника - взрослая
КОЛЬСКАЯ|-|МОСКВА|ПОЛИКЛИНИКА МЕДУСЛУГИ №  6 ЗАО|Поликлиника - взрослая
КОЛЬЦОВСКАЯ|17|ВОРОНЕЖ|АПТЕКА №217 'ВОРОНЕЖФАРМАЦИЯ' ГОП|Сетевая аптека
КОЛЬЦОВСКАЯ|52|ВОРОНЕЖ|АПТЕЧНЫЙ ПУНКТ 'ВУС' ООО|Аптека
КОМЕНДАНТСКИЙ ПР-Т|17 К.1|САНКТ-ПЕТЕРБУРГ|АПТЕКА 'ОЗЕРКИ'|Сетевая аптека
КОМЕНДАНТСКИЙ ПР-Т|17 К.1|САНКТ-ПЕТЕРБУРГ|КЛИНИКА 'ЕВРОМЕДИКА'|Поликлиника - взрослая
КОМЕНДАНТСКИЙ ПР-Т|34/1|САНКТ-ПЕТЕРБУРГ|АПТЕКА 'ФИАЛКА ПЛЮС' №  8|Сетевая аптека
КОМИНТЕРНА УЛ.|24|МО,МЫТИЩИ|ПОЛИКЛИНИКА №  1 ГКБ МЫТИЩИНСКОЙ МУ|Поликлиника - взрослая
КОМИССАРЖЕВСКОЙ|8|ВОРОНЕЖ|АПТЕКА 'БИОАПТЕКА'|Аптека
КОМИССАРОВА|1Г|ВЛАДИМИР|АПТЕКА 'РИКС'|Аптека
КОММУНИСТИЧЕСКАЯ|1|КРАСНОДАРСКИЙ КРАЙ,ЕЙСК|ГОР.ПОЛИКЛИНИКА №  2|Поликлиника - взрослая
КОММУНИСТИЧЕСКАЯ|22|САРАТОВСКАЯ ОБЛ.,ВОЛЬСК|ПОЛИКЛИНИКА №  2 ПРИ ЦРБ|Поликлиника - взрослая
КОММУНИСТИЧЕСКАЯ|24|ЛИПЕЦК|ПОЛИКЛИНИКА ГБ 'ЛИПЕЦКМЕД' МУ|Поликлиника - взрослая
КОММУНИСТИЧЕСКАЯ|29|УФА|ГОР.ПОЛИКЛИНИКА УПРАВЛЕНИЯ ПО ГОСНАРКОКОНТРОЛЮ РФ|Поликлиника - взрослая
КОММУНИСТИЧЕСКИЙ ПР-Т|39|РОСТОВ-НА-ДОНУ Г.|ГБ №20 Г.РОСТОВА-НА-ДОНУ. ПОЛИКЛИНИКА|Поликлиника - взрослая
КОЗЬМОДЕМЬЯНСКАЯ УЛ.|12|ВЕЛИКИЙ НОВГОРОД|ПОЛИКЛИНИКА ЦГКБ МУ|Поликлиника - взрослая
КОЛЫМАЖНЫЙ ПЕР.|9|МОСКВА|ЛДЦ ГЕНШТАБА ВС РФ ФГУ|Диагностический центр взрослый
КОЛЬЦЕВАЯ|26|КРАСНОЯРСК|ГОРПОЛИКЛ №5 ГБ №3|Поликлиника - взрослая
КОЛЬЦОВСКАЯ|30|ВОРОНЕЖ|КЛИНИКО-ДИАГНОСТИЧЕСКАЯ ЛАБОРАТОРИЯ 'НИКИТИНСКА' ООО|Диагностический центр взрослый
КОМАРОВА|130|АСТРАХАНЬ|ПОЛИКЛИНИКА ГКБ №  4 ИМ.ЛЕНИНА|Поликлиника - взрослая
КОМАРОВСКОГО|14|ЧЕЛЯБИНСК|ПТД №  4 ОБЛАСТНОЙ|Диспансер
КОМАРОВСКОГО|6А|ЧЕЛЯБИНСК|АПТЕКА 'ГРАН' ООО|Аптека
КОМИНТЕРНА УЛ.|5А|ПЕРМЬ|АПТЕКА ГКБ №  7 МУЗ|Аптека
КОМИССАРА ШЕВЧЕНКО|99|КРАСНОДАРСКИЙ КРАЙ,ПРИМОРСКО-АХТАРСК|ПОЛИКЛИНИКА ПРИ ЦРБ|Поликлиника - взрослая
КОМИССАРЖЕВСКОЙ|3|ВОРОНЕЖ|ГОР.ПОЛИКЛИНИКА №598 ГАРНИЗОННАЯ|Поликлиника - взрослая
КОМИССАРОВА|28|ВЛАДИМИР|АПТЕКА '28' 'ИП ТИМОЩЕНКО'|Аптека
КОММУНАРОВ ПР.|8|ОРЕНБУРГ|ПОЛИКЛИНИКА №  1 ОКБ РЖД НА СТ.ОРЕНБУРГ|Поликлиника - взрослая
